486256.990000,3287087.765000,403.780000,42
486257.260000,3287088.510000,403.810000,42
486257.070000,3287090.810000,403.825000,42
486257.425000,3287094.275000,403.830000,42
486257.475000,3287097.165000,403.850000,42
486257.505000,3287098.235000,403.860000,42
486257.460000,3287100.250000,403.845000,42
486257.520000,3287101.295000,403.870000,42
486257.530000,3287101.755000,403.870000,42
486257.545000,3287102.750000,403.855000,42
486257.535000,3287103.240000,403.855000,42
486257.560000,3287103.755000,403.885000,42
486257.565000,3287103.840000,403.870000,42
486257.600000,3287107.280000,403.900000,42
486257.520000,3287108.225000,403.915000,42
486257.495000,3287109.220000,403.905000,42
486257.495000,3287109.415000,403.905000,42
486257.410000,3287110.475000,403.925000,42
486257.255000,3287110.950000,403.925000,42
486257.245000,3287111.235000,403.925000,42
486257.245000,3287115.740000,403.975000,42
486257.195000,3287116.580000,403.975000,42
486257.505000,3287119.360000,403.965000,42
486257.530000,3287119.730000,403.950000,42
486257.505000,3287120.240000,403.960000,42
486257.300000,3287122.100000,403.985000,42
486257.520000,3287122.905000,403.995000,42
486257.585000,3287127.140000,404.025000,42
486257.610000,3287127.480000,404.015000,42
486257.605000,3287128.255000,404.000000,42
486257.335000,3287129.750000,404.025000,42
486257.305000,3287130.740000,404.025000,42
486257.325000,3287132.190000,404.025000,42
486257.735000,3287137.020000,404.075000,42
486257.645000,3287137.640000,404.060000,42
486257.595000,3287140.330000,404.085000,42
486257.665000,3287141.190000,404.095000,42
486257.590000,3287141.715000,404.140000,42
486257.660000,3287142.415000,404.120000,42
486257.705000,3287142.825000,404.135000,42
486257.730000,3287146.365000,404.130000,42
486257.705000,3287147.245000,404.140000,42
486257.880000,3287147.995000,404.130000,42
486257.935000,3287148.700000,404.120000,42
486257.875000,3287151.540000,404.125000,42
486257.800000,3287151.915000,404.135000,42
486257.800000,3287152.275000,404.130000,42
486257.820000,3287153.145000,404.150000,42
486257.810000,3287156.050000,404.195000,42
486257.870000,3287156.240000,404.190000,42
486258.155000,3287159.315000,404.195000,42
486258.215000,3287159.460000,404.195000,42
486258.280000,3287159.615000,404.195000,42
486258.340000,3287159.775000,404.195000,42
486258.535000,3287160.720000,404.195000,42
486258.560000,3287160.850000,404.190000,42
486258.620000,3287161.270000,404.210000,42
486258.740000,3287166.815000,404.290000,42
486258.725000,3287166.935000,404.280000,42
486258.690000,3287169.205000,404.245000,42
486259.200000,3287174.445000,404.270000,42
486259.240000,3287174.740000,404.265000,42
486259.290000,3287175.030000,404.270000,42
486259.395000,3287175.435000,404.275000,42
486258.660000,3287181.115000,404.310000,42
486259.135000,3287182.900000,404.305000,42
486259.110000,3287186.500000,404.335000,42
486259.555000,3287191.060000,404.340000,42
486259.520000,3287191.300000,404.345000,42
486259.455000,3287191.640000,404.335000,42
486259.370000,3287192.055000,404.350000,42
486259.165000,3287197.165000,404.375000,42
486259.115000,3287197.430000,404.385000,42
486258.840000,3287200.210000,404.445000,42
486258.760000,3287202.100000,404.400000,42
486258.880000,3287202.745000,404.385000,42
486258.950000,3287204.055000,404.375000,42
486258.950000,3287204.520000,404.385000,42
486258.900000,3287204.880000,404.390000,42
486258.820000,3287205.360000,404.400000,42
486259.010000,3287208.010000,404.445000,42
486259.075000,3287208.255000,404.450000,42
486259.400000,3287212.140000,404.455000,42
486259.335000,3287214.935000,404.460000,42
