488063.089987,3281331.850015,403.959991,0,0
488062.930013,3281332.050027,403.980011,0,0.256118
488060.980001,3281336.169991,403.910004,0,4.81426
488060.369985,3281337.680001,403.959991,0,6.44283
488059.930013,3281338.139993,403.920013,0,7.07936
488058.950002,3281339.030007,403.850006,0,8.4032
488057.839987,3281341.210000,403.880005,0,10.8495
488056.260000,3281343.720010,403.910004,0,13.8154
488055.309988,3281347.840005,403.809998,0,18.0435
488051.830007,3281351.530007,403.769989,0,23.1156
488050.930013,3281352.989999,403.690002,0,24.8307
488049.740011,3281354.680001,403.700012,0,26.8977
488048.990011,3281356.440011,403.690002,0,28.8108
488048.529989,3281357.190011,403.700012,0,29.6907
488047.460012,3281359.299996,403.730011,0,32.0564
488046.529989,3281360.859994,403.690002,0,33.8726
488046.110006,3281361.549996,403.649994,0,34.6804
488045.330007,3281363.090005,403.619995,0,36.4067
488044.460012,3281364.340005,403.630005,0,37.9296
488043.800009,3281365.449990,403.609985,0,39.221
488042.800009,3281366.729989,403.619995,0,40.8453
488042.279989,3281367.600015,403.690002,0,41.8589
488041.869985,3281368.489999,403.649994,0,42.8388
488040.869985,3281370.710000,403.589996,0,45.2736
488039.770010,3281372.739999,403.619995,0,47.5825
488038.200002,3281374.380013,403.609985,0,49.8529
488037.740011,3281375.060006,403.600006,0,50.6738
488037.180013,3281376.319985,403.619995,0,52.0526
488037.110006,3281376.549996,403.619995,0,52.2931
488036.700002,3281378.109994,403.570007,0,53.906
488035.110006,3281380.960000,403.529999,0,57.1696
488034.089987,3281382.729989,403.529999,0,59.2124
488033.960012,3281383.130013,403.529999,0,59.633
488033.150015,3281384.460000,403.540009,0,61.1903
488033.020010,3281384.729989,403.510010,0,61.4899
488032.680013,3281385.269998,403.519989,0,62.1281
488032.020010,3281386.660012,403.480011,0,63.6668
488031.800009,3281387.090005,403.480011,0,64.1498
488031.339987,3281387.789987,403.519989,0,64.9874
488031.010000,3281388.250009,403.459991,0,65.5536
488030.260000,3281389.120004,403.559998,0,66.7022
488029.580007,3281390.009988,403.540009,0,67.8222
488029.430013,3281390.259988,403.529999,0,68.1138
488028.480001,3281392.190011,403.529999,0,70.265
488028.330007,3281392.500009,403.540009,0,70.6093
488027.710012,3281394.609994,403.440002,0,72.8085
488025.990011,3281397.530007,403.429993,0,76.1975
488025.680013,3281398.069985,403.470001,0,76.8201
488024.529989,3281400.150002,403.390015,0,79.1969
488024.309988,3281400.609994,403.320007,0,79.7068
488023.339987,3281401.810006,403.440002,0,81.2498
488022.490011,3281403.280007,403.459991,0,82.9478
488021.400015,3281405.259988,403.380005,0,85.208
488021.180013,3281405.870004,403.369995,0,85.8565
488020.710012,3281406.710000,403.369995,0,86.819
488020.529989,3281407.009988,403.399994,0,87.1689
488019.710012,3281408.350015,403.410004,0,88.7399
488019.059988,3281409.359994,403.399994,0,89.941
488018.400015,3281410.850015,403.339996,0,91.5706
488017.580007,3281412.259988,403.390015,0,93.2017
488017.119985,3281412.759988,403.420013,0,93.8811
488016.950002,3281412.940011,403.420013,0,94.1287
488015.610006,3281415.239999,403.459991,0,96.7906
488015.529989,3281415.590005,403.410004,0,97.1496
488015.420004,3281416.009988,403.459991,0,97.5838
488014.260000,3281417.169991,403.459991,0,99.2242
488013.529989,3281418.470010,403.429993,0,100.715
488013.110006,3281419.239999,403.440002,0,101.592
488012.140005,3281421.210000,403.429993,0,103.788
488011.309988,3281423.210000,403.450012,0,105.954
488010.930013,3281424.049996,403.420013,0,106.875
488010.119985,3281425.710000,403.429993,0,108.723
488008.330007,3281428.329995,403.529999,0,111.896
488008.150015,3281428.579995,403.549988,0,112.204
488007.059988,3281431.299996,403.529999,0,115.134
488006.339987,3281432.600015,403.540009,0,116.62
488005.830007,3281434.199990,403.470001,0,118.299
488005.779989,3281434.419991,403.489990,0,118.525
488005.490011,3281434.660012,403.459991,0,118.901
488004.869985,3281435.079995,403.429993,0,119.65
488003.520010,3281436.639993,403.489990,0,121.713
488002.610006,3281439.210000,403.489990,0,124.44
488002.420004,3281439.530007,403.510010,0,124.812
488000.830007,3281441.680001,403.519989,0,127.486
488000.180013,3281443.120004,403.489990,0,129.066
487999.029989,3281444.919991,403.529999,0,131.202
487997.369985,3281447.609994,403.529999,0,134.363
487996.050009,3281449.940011,403.429993,0,137.041
487995.460012,3281451.940011,403.339996,0,139.126
487994.400015,3281453.460000,403.440002,0,140.979
487993.869985,3281454.949990,403.450012,0,142.56
487992.740011,3281459.030007,403.519989,0,146.794
487992.960012,3281460.479989,403.459991,0,148.261
487991.240011,3281462.109994,403.500000,0,150.63
487988.110006,3281465.229989,403.429993,0,155.05
487987.309988,3281466.090005,403.440002,0,156.224
487986.619985,3281467.150002,403.480011,0,157.489
487985.400015,3281469.340005,403.369995,0,159.996
487985.360006,3281469.419991,403.380005,0,160.085
487985.300009,3281469.539987,403.369995,0,160.22
487985.170004,3281469.780007,403.369995,0,160.493
487984.740011,3281470.880013,403.350006,0,161.674
487984.619985,3281471.009988,403.329987,0,161.851
487983.430013,3281472.759988,403.450012,0,163.967
487982.369985,3281474.509988,403.470001,0,166.013
487982.150015,3281474.979989,403.420013,0,166.532
487981.869985,3281475.359994,403.420013,0,167.004
487981.050009,3281476.660012,403.420013,0,168.541
487979.550009,3281479.319985,403.459991,0,171.595
487979.279989,3281480.130013,403.350006,0,172.448
487978.860006,3281480.910012,403.429993,0,173.334
487978.480001,3281481.750009,403.410004,0,174.256
487976.770010,3281483.940011,403.519989,0,177.035
487975.640005,3281486.259988,403.450012,0,179.615
487974.770010,3281487.859994,403.459991,0,181.436
487973.760000,3281489.530007,403.470001,0,183.388
487973.300009,3281490.569985,403.380005,0,184.525
487973.210012,3281490.669991,403.380005,0,184.66
487972.020010,3281491.880013,403.500000,0,186.357
487971.309988,3281493.269998,403.480011,0,187.918
487971.200002,3281493.639993,403.510010,0,188.304
487970.830007,3281494.370004,403.570007,0,189.122
487970.520010,3281495.220010,403.480011,0,190.027
487969.400015,3281496.840005,403.559998,0,191.996
487969.029989,3281498.049996,403.420013,0,193.262
487968.140005,3281499.680001,403.480011,0,195.119
487967.809988,3281500.100015,403.500000,0,195.653
487966.430013,3281502.780007,403.429993,0,198.668
487965.705007,3281503.940011,403.489990,0,200.037
487965.705007,3281503.940011,403.489990,1,0
487964.980001,3281505.100015,403.549988,1,1.36925
487963.839987,3281506.600015,403.570007,1,3.2533
487963.700002,3281506.880013,403.579987,1,3.56634
487962.450002,3281509.100015,403.619995,1,6.11406
487962.369985,3281509.299996,403.609985,1,6.32946
487962.020010,3281509.850015,403.609985,1,6.98138
487961.550009,3281510.600015,403.619995,1,7.86648
487960.960012,3281512.180001,403.589996,1,9.55303
487960.740011,3281512.609994,403.600006,1,10.036
487959.900015,3281514.489999,403.510010,1,12.0952
487958.890005,3281515.739999,403.609985,1,13.7022
487957.619985,3281518.039987,403.630005,1,16.3296
487956.860006,3281520.729989,403.670013,1,19.1249
487955.210012,3281524.660012,403.649994,1,23.3872
487953.930013,3281528.239999,403.600006,1,27.1891
487951.460012,3281532.750009,403.579987,1,32.3312
487948.230001,3281536.549996,403.799988,1,37.3185
487947.800009,3281540.109994,403.790009,1,40.9044
487944.510000,3281541.250009,403.799988,1,44.3863
487943.260000,3281542.660012,403.790009,1,46.2706
487942.510000,3281544.280007,403.829987,1,48.0558
487942.339987,3281545.370004,403.820007,1,49.159
487940.580007,3281546.960000,403.859985,1,51.5308
487940.369985,3281547.289987,403.839996,1,51.9219
487939.650015,3281548.850015,403.839996,1,53.6401
487939.050009,3281550.250009,403.799988,1,55.1632
487938.980001,3281553.299996,403.670013,1,58.214
487938.809988,3281553.750009,403.709991,1,58.6951
487936.650015,3281555.519998,403.850006,1,61.4876
487936.029989,3281556.630013,403.880005,1,62.7591
487934.960012,3281560.789987,403.820007,1,67.0545
487934.430013,3281562.819985,403.959991,1,69.1525
487931.059988,3281565.350015,403.890015,1,73.3665
487930.650015,3281565.979989,403.929993,1,74.1182
487929.779989,3281568.299996,403.839996,1,76.5959
487929.300009,3281569.199990,403.970001,1,77.6159
487928.740011,3281569.910012,403.920013,1,78.5202
487927.460012,3281571.940011,403.970001,1,80.9201
487926.900015,3281573.090005,403.880005,1,82.1992
487926.680013,3281573.630013,403.950012,1,82.7823
487926.089987,3281575.780007,403.890015,1,85.0118
487926.059988,3281576.019998,404.019989,1,85.2536
487925.770010,3281576.840005,403.929993,1,86.1234
487923.369985,3281580.579995,404.059998,1,90.5672
487921.990011,3281583.289987,404.109985,1,93.6083
487921.900015,3281585.019998,404.079987,1,95.3407
487920.490011,3281586.090005,404.070007,1,97.1107
487918.869985,3281588.479989,404.029999,1,99.998
487917.990011,3281589.780007,404.119995,1,101.568
487916.990011,3281591.549996,404.019989,1,103.601
487916.800009,3281591.969995,404.019989,1,104.062
487916.210012,3281594.939996,404.140015,1,107.09
487914.339987,3281597.290002,404.079987,1,110.093
487912.779989,3281599.329995,404.179993,1,112.661
487911.740011,3281600.549996,404.269989,1,114.264
487910.740011,3281602.590005,404.279999,1,116.536
487910.529989,3281604.730004,404.130005,1,118.686
487908.779989,3281606.439996,404.299988,1,121.133
487906.960012,3281610.570001,404.329987,1,125.646
487906.809988,3281611.260003,404.250000,1,126.353
487906.110006,3281612.260003,404.209991,1,127.573
487904.240011,3281614.829995,404.329987,1,130.752
487903.990011,3281614.969995,404.339996,1,131.038
487901.279989,3281619.019998,404.380005,1,135.911
487900.170004,3281620.719995,404.309998,1,137.941
487900.029989,3281621.030007,404.339996,1,138.282
487900.010000,3281621.060006,404.359985,1,138.318
487899.490011,3281621.430001,404.359985,1,138.956
487897.960012,3281623.070001,404.470001,1,141.199
487896.920004,3281626.079995,404.480011,1,144.383
487896.860006,3281626.450005,404.440002,1,144.758
487896.089987,3281627.200005,404.500000,1,145.833
487894.150015,3281630.030007,404.480011,1,149.264
487893.980001,3281630.519998,404.440002,1,149.783
487893.119985,3281632.340005,404.500000,1,151.796
487892.529989,3281633.389993,404.470001,1,153
487891.650015,3281634.499993,404.470001,1,154.417
487890.610006,3281636.120004,404.510010,1,156.342
487890.050009,3281638.519998,404.500000,1,158.806
487889.890005,3281641.019998,404.630005,1,161.311
487886.839987,3281645.260003,404.559998,1,166.534
487884.550009,3281649.519998,404.570007,1,171.371
487884.460012,3281650.870004,404.549988,1,172.724
487882.510000,3281652.780007,404.630005,1,175.453
487880.239996,3281657.010003,404.709991,1,180.254
487877.510000,3281659.719995,404.619995,1,184.101
487877.280004,3281660.159997,404.709991,1,184.597
487876.909994,3281660.820001,404.690002,1,185.354
487876.310003,3281662.700005,404.670013,1,187.327
487874.519995,3281665.859994,404.600006,1,190.959
487874.450002,3281666.269998,404.619995,1,191.375
487873.769995,3281666.960000,404.660004,1,192.344
487873.010000,3281667.810006,404.739990,1,193.484
487871.640005,3281670.749993,404.820007,1,196.728
487871.489996,3281671.139993,404.829987,1,197.145
487870.544996,3281672.214997,404.839996,1,198.577
487870.544996,3281672.214997,404.839996,2,0
487869.599996,3281673.290002,404.850006,2,1.43135
487869.060003,3281674.590005,404.809998,2,2.83904
487868.909994,3281674.960000,404.850006,2,3.23829
487868.140005,3281676.620004,404.790009,2,5.06818
487866.510000,3281679.239999,404.809998,2,8.15384
487866.129995,3281680.400002,404.859985,2,9.3745
487865.629995,3281681.620004,404.839996,2,10.693
487865.489996,3281681.889993,404.839996,2,10.9971
487865.340002,3281682.129998,404.850006,2,11.2801
487865.030004,3281682.739999,404.799988,2,11.9644
487864.670004,3281683.629998,404.880005,2,12.9244
487863.620001,3281688.560006,404.850006,2,17.965
487860.299993,3281690.590005,404.899994,2,21.8565
487858.890005,3281692.420007,404.950012,2,24.1667
487858.500005,3281693.189996,404.980011,2,25.0298
487858.170004,3281693.719995,405.000000,2,25.6541
487857.750005,3281694.620004,405.040009,2,26.6473
487857.340002,3281695.219995,405.000000,2,27.374
487856.560003,3281697.150002,405.029999,2,29.4557
487856.450002,3281697.409997,405.029999,2,29.738
487854.890005,3281699.689996,405.019989,2,32.5006
487854.470007,3281700.820001,405.059998,2,33.7061
487854.220007,3281701.980004,405.049988,2,34.8927
487853.739996,3281702.499993,405.079987,2,35.6004
487851.920004,3281706.079995,405.010010,2,39.6165
487850.739996,3281708.650002,405.040009,2,42.4444
487850.110006,3281710.099999,405.100006,2,44.0254
487849.580007,3281710.680001,405.119995,2,44.8111
487848.549993,3281712.739999,405.160004,2,47.1142
487848.140005,3281714.239999,405.179993,2,48.6692
487845.939993,3281716.460000,405.119995,2,51.7947
487844.780004,3281718.769998,405.190002,2,54.3796
487844.549993,3281719.079995,405.140015,2,54.7656
487843.670004,3281721.269998,405.149994,2,57.1258
487842.640005,3281722.320001,405.269989,2,58.5966
487841.870001,3281723.739999,405.380005,2,60.212
487841.450002,3281725.769998,405.239990,2,62.285
487840.909994,3281726.269998,405.250000,2,63.0209
487839.420004,3281727.890000,405.299988,2,65.2219
487839.159994,3281728.320001,405.320007,2,65.7244
487838.799993,3281729.070001,405.299988,2,66.5564
487838.170004,3281729.790002,405.339996,2,67.5131
487836.480001,3281733.720002,405.320007,2,71.791
487835.980001,3281734.659997,405.309998,2,72.8557
487835.000005,3281735.750001,405.320007,2,74.3215
