-278.960000,-1535.580000
-278.360000,-1533.320000
-279.020000,-1529.470000
-278.990000,-1531.120000
-279.100000,-1525.510000
-279.180000,-1527.320000
-279.190000,-1524.560000
-279.160000,-1525.010000
-279.130000,-1523.320000
-278.820000,-1518.840000
-278.770000,-1521.370000
-279.000000,-1517.460000
-279.100000,-1516.070000
-279.140000,-1515.680000
-278.710000,-1513.080000
-278.870000,-1509.140000
-279.120000,-1508.020000
-279.150000,-1507.580000
-279.210000,-1505.690000
-278.980000,-1503.390000
-279.180000,-1504.350000
-278.710000,-1501.050000
-278.810000,-1501.540000
-278.660000,-1499.520000
-279.100000,-1496.960000
-279.140000,-1495.920000
-279.140000,-1496.540000
-279.070000,-1495.090000
-278.870000,-1494.000000
-278.600000,-1492.000000
-278.440000,-1490.570000
-278.730000,-1487.870000
-278.420000,-1486.640000
-278.880000,-1483.880000
-278.020000,-1480.740000
-278.710000,-1478.320000
-278.850000,-1477.250000
-278.780000,-1477.890000
-278.940000,-1473.920000
-278.700000,-1475.680000
-278.860000,-1471.790000
-279.000000,-1473.120000
-278.710000,-1469.530000
-278.730000,-1470.880000
-278.740000,-1469.140000
-279.010000,-1465.930000
-278.890000,-1468.630000
-278.750000,-1464.290000
-278.460000,-1461.780000
-278.390000,-1460.480000
-278.390000,-1458.500000
-278.270000,-1459.870000
-278.520000,-1455.410000
-278.480000,-1454.990000
-278.420000,-1452.810000
-278.360000,-1451.120000
-278.390000,-1449.100000
-278.460000,-1450.300000
-278.290000,-1447.820000
-278.260000,-1446.170000
-278.230000,-1446.880000
-278.160000,-1444.570000
-278.230000,-1445.490000
-278.270000,-1442.410000
-278.230000,-1441.270000
-278.270000,-1443.880000
-278.260000,-1441.660000
-278.260000,-1438.870000
-278.280000,-1438.090000
-278.320000,-1437.410000
-278.190000,-1435.530000
-278.230000,-1436.300000
-278.280000,-1434.230000
-278.140000,-1432.720000
-278.130000,-1430.680000
-278.040000,-1430.050000
-278.060000,-1429.790000
-278.120000,-1428.160000
-278.060000,-1428.430000
-278.070000,-1425.570000
-278.030000,-1425.010000
-278.010000,-1423.910000
-278.010000,-1424.640000
-277.880000,-1421.970000
-277.610000,-1419.240000
-276.110000,-1416.300000
-277.110000,-1413.020000
-276.980000,-1411.440000
-277.070000,-1412.160000
-277.320000,-1409.720000
-277.280000,-1407.370000
-277.390000,-1408.330000
-276.850000,-1405.210000
-277.290000,-1402.760000
-277.120000,-1401.420000
-277.040000,-1399.430000
-276.810000,-1397.140000
-276.550000,-1393.250000
-276.990000,-1390.840000
-276.640000,-1389.240000
-276.830000,-1385.500000
-277.010000,-1386.270000
-276.440000,-1383.710000
-276.520000,-1384.340000
-276.440000,-1381.740000
-275.830000,-1377.690000
-276.310000,-1381.130000
-275.930000,-1375.710000
-275.210000,-1371.400000
-275.650000,-1367.430000
-275.800000,-1364.530000
-275.740000,-1365.130000
-275.100000,-1359.670000
-275.700000,-1363.110000
-274.950000,-1355.890000
-274.760000,-1352.980000
-275.010000,-1350.330000
-274.990000,-1348.030000
-275.050000,-1350.900000
-275.010000,-1347.480000
-274.850000,-1349.440000
-274.890000,-1343.530000
-274.640000,-1345.420000
-274.530000,-1341.720000
-274.250000,-1338.850000
-274.330000,-1337.460000
-274.430000,-1335.360000
-274.320000,-1334.790000
-274.190000,-1332.330000
-274.070000,-1330.890000
-274.280000,-1332.860000
-273.770000,-1329.570000
-274.110000,-1331.860000
-273.860000,-1327.780000
-273.360000,-1325.070000
-272.960000,-1321.510000
-273.050000,-1321.320000
-273.580000,-1317.110000
-273.640000,-1318.570000
-273.010000,-1314.610000
-273.210000,-1315.630000
-273.010000,-1313.630000
-273.010000,-1312.800000
-272.830000,-1310.940000
-272.700000,-1309.450000
-273.010000,-1313.210000
-273.010000,-1312.330000
-272.710000,-1307.470000
-272.730000,-1309.890000
-272.000000,-1305.560000
-272.440000,-1303.970000
-272.620000,-1302.390000
-272.180000,-1300.550000
-271.870000,-1299.920000
-271.560000,-1297.830000
